Company_ID,Governorate,Industry,BI_Implementation_Year,Pre_BI_Decision_Making_Agility_Score,Post_BI_Decision_Making_Agility_Score,Pre_BI_Operational_Efficiency_Index,Post_BI_Operational_Efficiency_Index,Pre_BI_Data_Driven_Decisions_Percentage,Post_BI_Data_Driven_Decisions_Percentage,Revenue_Growth_After_BI_Percentage,Cost_Reduction_After_BI_Percentage,Customer_Satisfaction_Increase_After_BI_Percentage,Market_Share_Increase_After_BI_Percentage,Reference,Decision_Making_Agility_Improvement,Operational_Efficiency_Improvement,Data_Driven_Decisions_Improvement,Data_Source,Has_Negative_Agility_Improvement,Has_Negative_Efficiency_Improvement,Is_Recent_Implementation,Data_Quality_Flag,Reference_Standardized,Data_Last_Verified,Data_Version
203,Damascus,Education,2024,2.2,5.5,68.2,95.8,38.0,83.8,18.3,5.2,17.4,7.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.3,27.599999999999994,45.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
204,Damascus,Healthcare,2022,6.0,8.4,71.9,98.4,30.6,73.1,19.1,8.1,5.4,5.7,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.4000000000000004,26.5,42.49999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
205,Damascus,Services,2017,3.4,7.6,62.2,78.6,47.2,87.2,19.9,15.8,5.2,6.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.199999999999999,16.39999999999999,40.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
206,Damascus,Telecommunications,2023,4.7,8.4,58.9,71.3,44.5,90.4,20.1,11.7,9.3,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.7,12.4,45.900000000000006,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
207,Damascus,Telecommunications,2023,4.8,7.6,80.0,99.6,28.8,75.9,12.3,13.6,17.4,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8,19.599999999999994,47.10000000000001,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
208,Damascus,Services,2018,5.4,9.8,66.0,80.7,31.5,73.1,18.0,11.7,13.5,7.7,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.4,14.700000000000005,41.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
209,Damascus,Retail,2019,4.1,9.0,72.2,86.5,29.9,76.4,17.1,13.3,14.4,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.9,14.299999999999995,46.50000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
210,Damascus,Education,2018,3.5,5.8,64.6,85.7,41.7,81.7,19.6,11.9,8.4,5.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.3,21.10000000000001,40.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
211,Damascus,Manufacturing,2021,4.5,7.1,70.3,90.3,49.7,98.4,9.8,6.2,14.6,6.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.6,20.0,48.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
212,Damascus,Retail,2023,5.0,10.0,71.8,94.1,48.5,95.7,16.5,13.5,8.9,4.8,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,5.0,22.3,47.2,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
213,Damascus,Manufacturing,2017,6.5,8.6,72.6,83.8,35.4,84.2,18.9,5.6,9.1,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.1,11.200000000000005,48.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
214,Damascus,Manufacturing,2017,4.5,7.3,80.0,100.0,21.1,66.5,14.3,13.9,8.8,5.2,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8,20.0,45.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
215,Damascus,Telecommunications,2021,5.0,8.8,59.2,75.6,35.4,77.6,29.6,12.0,6.7,7.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.8000000000000007,16.39999999999999,42.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
216,Damascus,Education,2022,6.5,10.0,56.9,72.7,51.4,93.4,21.3,13.6,8.2,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.5,15.800000000000004,42.00000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
217,Damascus,Finance,2020,4.1,6.6,79.4,91.3,35.7,80.9,27.6,4.1,17.5,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.5,11.899999999999991,45.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
218,Damascus,Services,2017,4.7,7.5,68.2,84.4,40.8,88.0,28.5,4.9,21.8,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8,16.200000000000003,47.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
219,Damascus,Education,2020,4.8,7.6,66.3,82.0,34.3,82.2,20.7,7.2,16.3,6.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8,15.700000000000005,47.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
220,Damascus,Services,2018,3.5,6.4,73.1,93.2,39.5,84.7,26.6,7.7,14.7,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.9000000000000004,20.10000000000001,45.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
221,Damascus,Retail,2020,5.4,9.1,77.0,94.8,46.0,89.5,20.5,9.7,12.7,7.1,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.6999999999999993,17.799999999999997,43.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
222,Damascus,Manufacturing,2020,3.3,5.8,76.0,96.9,45.5,92.6,18.4,6.4,12.6,3.6,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.5,20.90000000000001,47.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
223,Damascus,Finance,2023,3.5,6.5,70.7,86.1,32.2,77.8,20.0,8.0,10.2,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.0,15.399999999999991,45.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
224,Damascus,Telecommunications,2021,2.8,5.2,62.6,79.5,42.6,92.9,23.9,9.5,12.2,2.8,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.4000000000000004,16.9,50.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
225,Damascus,Telecommunications,2020,4.8,7.5,71.4,95.3,38.7,84.9,22.8,8.5,13.3,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.7,23.89999999999999,46.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
226,Damascus,Telecommunications,2019,4.5,8.0,78.1,99.6,59.6,100.0,24.0,11.0,22.0,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.5,21.5,40.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
227,Damascus,Healthcare,2024,2.0,4.9,62.3,80.7,42.9,94.7,24.5,7.7,8.3,6.8,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.9000000000000004,18.40000000000001,51.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
228,Damascus,Education,2018,2.9,7.3,76.1,92.0,23.9,73.8,17.8,15.5,5.2,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.4,15.900000000000006,49.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
229,Damascus,Telecommunications,2023,4.4,7.7,64.5,84.8,29.9,74.0,19.3,12.4,15.4,2.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.3,20.3,44.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
230,Damascus,Manufacturing,2020,4.8,7.6,78.8,97.0,50.6,95.5,30.0,17.8,11.2,8.1,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8,18.200000000000003,44.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
231,Damascus,Telecommunications,2017,5.2,9.2,60.9,81.3,49.5,87.5,11.0,1.5,11.1,7.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.999999999999999,20.4,38.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
232,Damascus,Manufacturing,2018,6.3,8.7,55.6,73.1,43.3,87.8,5.4,9.8,6.5,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.3999999999999995,17.499999999999993,44.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
233,Damascus,Telecommunications,2017,4.8,7.5,64.1,77.5,39.2,87.5,12.3,12.4,9.9,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.7,13.400000000000006,48.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
234,Damascus,Telecommunications,2017,4.3,6.9,63.8,76.7,57.8,100.0,14.1,11.1,11.8,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.6000000000000005,12.900000000000006,42.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
235,Damascus,Retail,2022,3.8,6.7,65.8,74.2,25.8,75.7,28.9,9.2,14.9,6.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.9000000000000004,8.400000000000006,49.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
236,Damascus,Manufacturing,2019,4.3,7.0,56.3,74.8,32.8,72.0,14.4,5.6,19.8,7.8,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.7,18.5,39.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
237,Damascus,Retail,2019,4.5,7.2,78.6,98.5,30.2,74.1,13.0,4.3,16.4,10.6,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.7,19.90000000000001,43.89999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
238,Damascus,Finance,2021,2.8,6.4,63.1,78.9,34.3,75.7,18.8,6.7,13.5,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.6000000000000005,15.800000000000004,41.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
239,Damascus,Telecommunications,2020,3.8,7.5,71.3,85.1,40.6,88.2,8.0,12.6,9.4,7.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.7,13.799999999999995,47.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
240,Damascus,Healthcare,2020,2.6,5.9,69.6,83.7,45.6,84.0,18.1,5.0,9.4,5.6,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.3000000000000003,14.100000000000009,38.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
241,Damascus,Healthcare,2017,5.6,8.5,73.7,86.9,44.6,94.8,2.9,6.8,14.9,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.9000000000000004,13.200000000000005,50.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
242,Damascus,Retail,2021,4.9,7.7,68.3,85.4,50.5,96.2,20.6,8.5,10.1,4.3,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8,17.10000000000001,45.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
243,Damascus,Telecommunications,2018,4.8,9.3,73.9,90.3,50.8,93.9,5.6,5.9,4.0,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.500000000000001,16.39999999999999,43.10000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
244,Damascus,Services,2019,4.8,7.9,73.6,82.5,41.9,89.5,9.2,15.1,13.8,4.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.1000000000000005,8.900000000000006,47.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
245,Damascus,Manufacturing,2019,4.6,8.0,64.5,78.8,47.4,88.8,18.9,8.2,14.4,6.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.4000000000000004,14.299999999999995,41.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
246,Damascus,Healthcare,2018,4.1,6.8,64.6,83.8,46.7,87.9,24.0,16.1,14.1,10.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.7,19.200000000000003,41.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
247,Damascus,Healthcare,2020,2.4,6.6,72.4,89.9,42.3,82.7,30.0,10.8,12.8,7.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.199999999999999,17.5,40.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
248,Damascus,Services,2023,3.5,7.1,80.0,100.0,54.4,97.2,12.2,9.7,12.5,8.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.6,20.0,42.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
249,Damascus,Manufacturing,2020,4.3,7.2,60.5,71.6,47.3,92.3,10.4,4.7,10.8,10.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.9000000000000004,11.099999999999994,45.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
250,Damascus,Healthcare,2020,4.2,7.2,50.0,67.5,37.6,84.9,30.0,15.1,11.1,2.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.0,17.5,47.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
251,Damascus,Telecommunications,2021,6.5,9.8,67.8,85.5,41.6,85.7,14.9,7.9,12.1,4.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.3000000000000007,17.700000000000003,44.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
252,Damascus,Manufacturing,2017,4.1,8.3,50.0,72.1,51.2,88.0,16.3,8.6,6.1,3.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.200000000000001,22.099999999999994,36.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
253,Damascus,Services,2020,5.5,9.5,72.9,86.0,34.9,81.4,10.8,13.3,11.2,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.0,13.099999999999994,46.50000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
254,Damascus,Services,2023,4.0,8.0,60.0,80.2,45.2,88.7,20.6,4.8,16.4,5.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,4.0,20.200000000000003,43.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
255,Damascus,Retail,2024,3.6,6.0,56.7,76.8,27.9,79.3,5.4,17.5,13.2,5.2,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.4,20.099999999999994,51.4,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
256,Damascus,Services,2017,4.4,8.3,68.5,86.9,36.4,80.9,20.4,2.9,6.3,7.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.9,18.40000000000001,44.50000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
257,Damascus,Telecommunications,2018,4.5,7.9,63.9,78.5,41.5,82.5,21.1,2.9,16.9,6.7,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.4000000000000004,14.6,41.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
258,Damascus,Healthcare,2017,4.7,8.6,79.6,100.0,22.8,62.6,14.6,10.3,14.6,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.9,20.40000000000001,39.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
259,Damascus,Telecommunications,2019,3.7,6.1,61.2,73.4,30.7,79.4,12.5,21.5,14.5,6.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.3999999999999995,12.200000000000005,48.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
260,Damascus,Services,2024,3.8,7.1,80.0,97.3,50.3,92.3,18.3,17.8,9.5,10.4,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.3,17.299999999999997,42.0,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
261,Damascus,Healthcare,2018,5.2,9.0,72.2,83.6,33.0,76.8,18.0,12.9,13.1,1.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.8,11.399999999999991,43.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
262,Damascus,Retail,2022,5.1,9.0,73.7,93.2,39.1,77.5,21.2,11.1,13.5,2.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.9,19.5,38.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
263,Damascus,Education,2017,3.2,7.1,67.5,87.9,40.0,84.8,24.4,8.0,12.7,4.2,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.9,20.40000000000001,44.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
264,Damascus,Healthcare,2017,4.7,7.6,76.7,90.8,38.0,81.0,27.6,11.1,16.9,1.5,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.8999999999999995,14.099999999999994,43.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
265,Damascus,Education,2019,4.5,8.4,64.1,87.4,60.0,100.0,15.7,16.5,19.3,4.1,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.9,23.30000000000001,40.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
266,Damascus,Healthcare,2017,2.9,5.6,60.6,75.2,39.4,85.0,28.3,5.9,16.7,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,2.7,14.6,45.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
267,Damascus,Education,2020,3.2,6.6,68.9,88.6,42.4,96.4,14.5,7.9,9.5,4.0,Synthetic Data Model (2025) - Simulated BI Impact in Damascus,3.3999999999999995,19.69999999999999,54.00000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
